 ID,Date,Parameter/Paramètre,Value/Valeur,Symbol/Symbole
01ED003,1968-02-21,discharge/débit,107.0,
01ED003,1968-02-22,discharge/débit,104.0,
01ED003,1968-02-23,discharge/débit,99.4,
01ED003,1968-02-24,discharge/débit,97.1,
01ED003,1968-02-25,discharge/débit,91.5,
01ED003,1968-02-26,discharge/débit,89.5,
01ED003,1968-02-27,discharge/débit,71.9,
01ED003,1968-02-28,discharge/débit,66.5,
01ED003,1968-02-29,discharge/débit,66.5,
01ED003,1968-03-01,discharge/débit,74.8,
01ED003,1968-03-02,discharge/débit,79.9,
01ED003,1968-03-03,discharge/débit,70.5,
01ED003,1968-03-04,discharge/débit,84.1,
01ED003,1968-03-05,discharge/débit,75.0,
01ED003,1968-03-06,discharge/débit,66.8,
01ED003,1968-03-07,discharge/débit,70.8,
01ED003,1968-03-08,discharge/débit,76.7,
01ED003,1968-03-09,discharge/débit,65.4,
01ED003,1968-03-10,discharge/débit,65.4,
01ED003,1968-03-11,discharge/débit,68.5,
01ED003,1968-03-12,discharge/débit,64.3,
01ED003,1968-03-13,discharge/débit,85.0,
01ED003,1968-03-14,discharge/débit,89.5,
01ED003,1968-03-15,discharge/débit,93.2,
01ED003,1968-03-16,discharge/débit,85.0,
01ED003,1968-03-17,discharge/débit,80.4,
01ED003,1968-03-18,discharge/débit,72.8,
01ED003,1968-03-19,discharge/débit,81.8,
01ED003,1968-03-20,discharge/débit,85.8,
01ED003,1968-03-21,discharge/débit,68.0,
01ED003,1968-03-22,discharge/débit,82.4,
01ED003,1968-03-23,discharge/débit,84.1,
01ED003,1968-03-24,discharge/débit,61.4,
01ED003,1968-03-25,discharge/débit,72.8,
01ED003,1968-03-26,discharge/débit,73.1,
01ED003,1968-03-27,discharge/débit,88.3,
01ED003,1968-03-28,discharge/débit,72.2,
01ED003,1968-03-29,discharge/débit,76.5,
01ED003,1968-03-30,discharge/débit,61.4,
01ED003,1968-03-31,discharge/débit,61.4,
01ED003,1968-04-01,discharge/débit,56.6,
01ED003,1968-04-02,discharge/débit,66.3,
01ED003,1968-04-03,discharge/débit,63.1,
01ED003,1968-04-04,discharge/débit,56.9,
01ED003,1968-04-05,discharge/débit,71.9,
01ED003,1968-04-06,discharge/débit,69.9,
01ED003,1968-04-07,discharge/débit,69.4,
01ED003,1968-04-08,discharge/débit,63.1,
01ED003,1968-04-09,discharge/débit,58.3,
01ED003,1968-04-10,discharge/débit,53.0,
01ED003,1968-04-11,discharge/débit,48.7,
01ED003,1968-04-12,discharge/débit,38.5,
01ED003,1968-04-13,discharge/débit,41.6,E
01ED003,1968-04-14,discharge/débit,45.3,E
01ED003,1968-04-15,discharge/débit,50.1,
01ED003,1968-04-16,discharge/débit,71.4,
01ED003,1968-04-17,discharge/débit,61.2,
01ED003,1968-04-18,discharge/débit,63.4,
01ED003,1968-04-19,discharge/débit,63.4,
01ED003,1968-04-20,discharge/débit,65.1,
01ED003,1968-04-21,discharge/débit,67.1,
01ED003,1968-04-22,discharge/débit,77.0,
01ED003,1968-04-23,discharge/débit,58.3,
01ED003,1968-04-24,discharge/débit,68.8,
01ED003,1968-04-25,discharge/débit,62.9,
01ED003,1968-04-26,discharge/débit,67.7,
01ED003,1968-04-27,discharge/débit,66.5,
01ED003,1968-04-28,discharge/débit,26.6,
01ED003,1968-04-29,discharge/débit,52.1,
01ED003,1968-04-30,discharge/débit,66.3,
01ED003,1968-05-01,discharge/débit,58.9,
01ED003,1968-05-02,discharge/débit,51.5,
01ED003,1968-05-03,discharge/débit,65.4,
01ED003,1968-05-04,discharge/débit,53.8,
01ED003,1968-05-05,discharge/débit,42.2,
01ED003,1968-05-06,discharge/débit,58.9,
01ED003,1968-05-07,discharge/débit,65.7,
01ED003,1968-05-08,discharge/débit,55.2,
01ED003,1968-05-09,discharge/débit,54.9,
01ED003,1968-05-10,discharge/débit,65.1,
01ED003,1968-05-11,discharge/débit,34.3,
01ED003,1968-05-12,discharge/débit,29.4,
01ED003,1968-05-13,discharge/débit,51.0,
01ED003,1968-05-14,discharge/débit,62.6,
01ED003,1968-05-15,discharge/débit,62.9,
01ED003,1968-05-16,discharge/débit,51.8,
01ED003,1968-05-17,discharge/débit,71.4,
01ED003,1968-05-18,discharge/débit,58.9,
01ED003,1968-05-19,discharge/débit,34.8,
01ED003,1968-05-20,discharge/débit,41.6,E
01ED003,1968-05-21,discharge/débit,49.0,E
01ED003,1968-05-22,discharge/débit,55.5,E
01ED003,1968-05-23,discharge/débit,58.6,E
01ED003,1968-05-24,discharge/débit,61.7,E
01ED003,1968-05-25,discharge/débit,65.4,E
01ED003,1968-05-26,discharge/débit,69.9,E
01ED003,1968-05-27,discharge/débit,71.1,
01ED003,1968-05-28,discharge/débit,66.3,
01ED003,1968-05-29,discharge/débit,66.3,
01ED003,1968-05-30,discharge/débit,64.6,
01ED003,1968-05-31,discharge/débit,74.5,
01ED003,1968-06-01,discharge/débit,62.6,
01ED003,1968-06-02,discharge/débit,67.1,
01ED003,1968-06-03,discharge/débit,79.6,
01ED003,1968-06-04,discharge/débit,54.4,
01ED003,1968-06-05,discharge/débit,61.2,
01ED003,1968-06-06,discharge/débit,58.9,
01ED003,1968-06-07,discharge/débit,73.1,
01ED003,1968-06-08,discharge/débit,51.5,
01ED003,1968-06-09,discharge/débit,50.7,
01ED003,1968-06-10,discharge/débit,55.8,
01ED003,1968-06-11,discharge/débit,60.6,
01ED003,1968-06-12,discharge/débit,79.3,
01ED003,1968-06-13,discharge/débit,69.4,
01ED003,1968-06-14,discharge/débit,35.1,
01ED003,1968-06-15,discharge/débit,41.6,
01ED003,1968-06-16,discharge/débit,41.6,
01ED003,1968-06-17,discharge/débit,69.7,
01ED003,1968-06-18,discharge/débit,65.1,
01ED003,1968-06-19,discharge/débit,61.4,
01ED003,1968-06-20,discharge/débit,55.5,
01ED003,1968-06-21,discharge/débit,76.2,
01ED003,1968-06-22,discharge/débit,39.1,
01ED003,1968-06-23,discharge/débit,47.0,
