 ID,Date,Parameter/Paramètre,Value/Valeur,Symbol/Symbole
01ED003,1961-03-04,discharge/débit,36.5,
01ED003,1961-03-05,discharge/débit,14.9,
01ED003,1961-03-06,discharge/débit,32.8,
01ED003,1961-03-07,discharge/débit,34.3,
01ED003,1961-03-08,discharge/débit,30.6,
01ED003,1961-03-09,discharge/débit,40.5,
01ED003,1961-03-10,discharge/débit,39.4,
01ED003,1961-03-11,discharge/débit,37.4,
01ED003,1961-03-12,discharge/débit,16.4,
01ED003,1961-03-13,discharge/débit,36.0,
01ED003,1961-03-14,discharge/débit,40.5,
01ED003,1961-03-15,discharge/débit,48.1,
01ED003,1961-03-16,discharge/débit,43.3,
01ED003,1961-03-17,discharge/débit,41.6,
01ED003,1961-03-18,discharge/débit,42.5,
01ED003,1961-03-19,discharge/débit,20.4,
01ED003,1961-03-20,discharge/débit,35.1,
01ED003,1961-03-21,discharge/débit,40.8,
01ED003,1961-03-22,discharge/débit,37.7,
01ED003,1961-03-23,discharge/débit,41.6,
01ED003,1961-03-24,discharge/débit,34.8,
01ED003,1961-03-25,discharge/débit,39.1,
01ED003,1961-03-26,discharge/débit,19.6,
01ED003,1961-03-27,discharge/débit,44.2,
01ED003,1961-03-28,discharge/débit,46.2,
01ED003,1961-03-29,discharge/débit,49.6,
01ED003,1961-03-30,discharge/débit,52.1,
01ED003,1961-03-31,discharge/débit,46.7,
01ED003,1961-04-01,discharge/débit,58.6,
01ED003,1961-04-02,discharge/débit,33.1,
01ED003,1961-04-03,discharge/débit,64.3,
01ED003,1961-04-04,discharge/débit,61.2,
01ED003,1961-04-05,discharge/débit,59.2,
01ED003,1961-04-06,discharge/débit,67.4,
01ED003,1961-04-07,discharge/débit,60.6,
01ED003,1961-04-08,discharge/débit,61.2,
01ED003,1961-04-09,discharge/débit,30.6,
01ED003,1961-04-10,discharge/débit,36.0,
01ED003,1961-04-11,discharge/débit,64.6,
01ED003,1961-04-12,discharge/débit,58.0,
01ED003,1961-04-13,discharge/débit,53.0,
01ED003,1961-04-14,discharge/débit,62.3,
01ED003,1961-04-15,discharge/débit,71.6,
01ED003,1961-04-16,discharge/débit,70.5,
01ED003,1961-04-17,discharge/débit,75.9,
01ED003,1961-04-18,discharge/débit,71.9,
01ED003,1961-04-19,discharge/débit,64.3,
01ED003,1961-04-20,discharge/débit,67.7,
01ED003,1961-04-21,discharge/débit,66.8,
01ED003,1961-04-22,discharge/débit,64.0,
01ED003,1961-04-23,discharge/débit,35.4,
01ED003,1961-04-24,discharge/débit,42.8,
01ED003,1961-04-25,discharge/débit,49.3,
01ED003,1961-04-26,discharge/débit,51.3,
01ED003,1961-04-27,discharge/débit,50.7,
01ED003,1961-04-28,discharge/débit,55.8,
01ED003,1961-04-29,discharge/débit,44.5,
01ED003,1961-04-30,discharge/débit,51.3,
01ED003,1961-05-01,discharge/débit,46.4,
01ED003,1961-05-02,discharge/débit,63.4,
01ED003,1961-05-03,discharge/débit,65.4,
01ED003,1961-05-04,discharge/débit,63.1,
01ED003,1961-05-05,discharge/débit,47.6,
01ED003,1961-05-06,discharge/débit,46.2,
01ED003,1961-05-07,discharge/débit,21.7,
01ED003,1961-05-08,discharge/débit,47.3,
01ED003,1961-05-09,discharge/débit,54.7,
01ED003,1961-05-10,discharge/débit,51.3,
01ED003,1961-05-11,discharge/débit,51.3,
01ED003,1961-05-12,discharge/débit,58.3,
01ED003,1961-05-13,discharge/débit,59.7,
01ED003,1961-05-14,discharge/débit,22.6,
01ED003,1961-05-15,discharge/débit,47.0,
01ED003,1961-05-16,discharge/débit,59.7,
01ED003,1961-05-17,discharge/débit,58.3,
01ED003,1961-05-18,discharge/débit,56.9,
01ED003,1961-05-19,discharge/débit,60.0,
01ED003,1961-05-20,discharge/débit,53.0,
01ED003,1961-05-21,discharge/débit,22.6,
01ED003,1961-05-22,discharge/débit,32.3,
01ED003,1961-05-23,discharge/débit,44.5,
01ED003,1961-05-24,discharge/débit,47.6,
01ED003,1961-05-25,discharge/débit,48.1,
01ED003,1961-05-26,discharge/débit,43.9,
01ED003,1961-05-27,discharge/débit,48.7,
01ED003,1961-05-28,discharge/débit,22.1,
01ED003,1961-05-29,discharge/débit,42.2,
01ED003,1961-05-30,discharge/débit,50.4,
01ED003,1961-05-31,discharge/débit,45.0,
01ED003,1961-06-01,discharge/débit,42.2,
01ED003,1961-06-02,discharge/débit,45.9,
01ED003,1961-06-03,discharge/débit,52.4,
01ED003,1961-06-04,discharge/débit,21.2,
01ED003,1961-06-05,discharge/débit,38.2,
01ED003,1961-06-06,discharge/débit,36.5,
01ED003,1961-06-07,discharge/débit,45.9,
01ED003,1961-06-08,discharge/débit,41.6,
01ED003,1961-06-09,discharge/débit,45.0,
01ED003,1961-06-10,discharge/débit,47.6,
01ED003,1961-06-11,discharge/débit,11.3,
01ED003,1961-06-12,discharge/débit,37.1,
01ED003,1961-06-13,discharge/débit,48.1,
01ED003,1961-06-14,discharge/débit,45.0,
01ED003,1961-06-15,discharge/débit,48.1,
01ED003,1961-06-16,discharge/débit,47.6,
01ED003,1961-06-17,discharge/débit,46.4,
01ED003,1961-06-18,discharge/débit,23.3,
01ED003,1961-06-19,discharge/débit,44.5,
01ED003,1961-06-20,discharge/débit,57.5,
01ED003,1961-06-21,discharge/débit,49.0,
01ED003,1961-06-22,discharge/débit,54.4,
01ED003,1961-06-23,discharge/débit,58.0,
01ED003,1961-06-24,discharge/débit,44.5,
01ED003,1961-06-25,discharge/débit,17.1,
01ED003,1961-06-26,discharge/débit,50.4,
01ED003,1961-06-27,discharge/débit,51.3,
01ED003,1961-06-28,discharge/débit,56.9,
01ED003,1961-06-29,discharge/débit,48.7,
01ED003,1961-06-30,discharge/débit,47.3,
01ED003,1961-07-01,discharge/débit,15.1,
01ED003,1961-07-02,discharge/débit,14.9,
01ED003,1961-07-03,discharge/débit,44.2,
01ED003,1961-07-04,discharge/débit,52.4,
01ED003,1961-07-05,discharge/débit,59.7,
01ED003,1961-07-06,discharge/débit,41.3,
01ED003,1961-07-07,discharge/débit,48.1,
01ED003,1961-07-08,discharge/débit,50.4,
01ED003,1961-07-09,discharge/débit,18.5,
01ED003,1961-07-10,discharge/débit,48.4,
01ED003,1961-07-11,discharge/débit,50.4,
01ED003,1961-07-12,discharge/débit,53.0,
01ED003,1961-07-13,discharge/débit,55.8,
01ED003,1961-07-14,discharge/débit,49.0,
01ED003,1961-07-15,discharge/débit,48.7,
01ED003,1961-07-16,discharge/débit,24.6,
01ED003,1961-07-17,discharge/débit,45.0,
01ED003,1961-07-18,discharge/débit,51.3,
01ED003,1961-07-19,discharge/débit,59.5,
01ED003,1961-07-20,discharge/débit,51.0,
01ED003,1961-07-21,discharge/débit,55.5,
01ED003,1961-07-22,discharge/débit,52.4,
01ED003,1961-07-23,discharge/débit,28.9,
01ED003,1961-07-24,discharge/débit,47.9,
01ED003,1961-07-25,discharge/débit,50.4,
01ED003,1961-07-26,discharge/débit,57.5,
01ED003,1961-07-27,discharge/débit,57.2,
01ED003,1961-07-28,discharge/débit,56.9,
01ED003,1961-07-29,discharge/débit,54.4,
01ED003,1961-07-30,discharge/débit,30.9,
01ED003,1961-07-31,discharge/débit,41.6,
01ED003,1961-08-01,discharge/débit,49.0,
01ED003,1961-08-02,discharge/débit,56.9,
01ED003,1961-08-03,discharge/débit,55.8,
01ED003,1961-08-04,discharge/débit,57.5,
01ED003,1961-08-05,discharge/débit,56.6,
01ED003,1961-08-06,discharge/débit,39.1,
01ED003,1961-08-07,discharge/débit,38.5,
01ED003,1961-08-08,discharge/débit,42.5,
01ED003,1961-08-09,discharge/débit,48.7,
01ED003,1961-08-10,discharge/débit,45.9,
01ED003,1961-08-11,discharge/débit,49.0,
01ED003,1961-08-12,discharge/débit,46.4,
01ED003,1961-08-13,discharge/débit,21.5,
01ED003,1961-08-14,discharge/débit,39.1,
01ED003,1961-08-15,discharge/débit,43.0,
01ED003,1961-08-16,discharge/débit,50.1,
01ED003,1961-08-17,discharge/débit,45.6,
01ED003,1961-08-18,discharge/débit,50.1,
01ED003,1961-08-19,discharge/débit,45.0,
01ED003,1961-08-20,discharge/débit,24.4,
01ED003,1961-08-21,discharge/débit,37.9,
01ED003,1961-08-22,discharge/débit,48.7,
01ED003,1961-08-23,discharge/débit,45.0,
01ED003,1961-08-24,discharge/débit,45.3,
01ED003,1961-08-25,discharge/débit,46.4,
01ED003,1961-08-26,discharge/débit,47.0,
01ED003,1961-08-27,discharge/débit,23.3,
01ED003,1961-08-28,discharge/débit,40.2,
01ED003,1961-08-29,discharge/débit,50.4,
01ED003,1961-08-30,discharge/débit,44.5,
01ED003,1961-08-31,discharge/débit,43.0,
01ED003,1961-09-01,discharge/débit,43.0,
01ED003,1961-09-02,discharge/débit,46.2,
01ED003,1961-09-03,discharge/débit,18.5,
01ED003,1961-09-04,discharge/débit,10.8,
01ED003,1961-09-05,discharge/débit,41.1,
01ED003,1961-09-06,discharge/débit,45.0,
01ED003,1961-09-07,discharge/débit,42.2,
01ED003,1961-09-08,discharge/débit,37.4,
01ED003,1961-09-09,discharge/débit,36.5,
01ED003,1961-09-10,discharge/débit,21.5,
01ED003,1961-09-11,discharge/débit,27.3,
01ED003,1961-09-12,discharge/débit,50.7,
01ED003,1961-09-13,discharge/débit,44.5,
01ED003,1961-09-14,discharge/débit,41.9,
01ED003,1961-09-15,discharge/débit,41.9,
01ED003,1961-09-16,discharge/débit,45.0,
01ED003,1961-09-17,discharge/débit,16.9,
01ED003,1961-09-18,discharge/débit,31.1,
01ED003,1961-09-19,discharge/débit,41.9,
01ED003,1961-09-20,discharge/débit,43.9,
01ED003,1961-09-21,discharge/débit,45.9,
01ED003,1961-09-22,discharge/débit,49.0,
01ED003,1961-09-23,discharge/débit,37.9,
01ED003,1961-09-24,discharge/débit,15.4,
01ED003,1961-09-25,discharge/débit,40.2,
01ED003,1961-09-26,discharge/débit,43.6,
01ED003,1961-09-27,discharge/débit,42.5,
01ED003,1961-09-28,discharge/débit,40.2,
01ED003,1961-09-29,discharge/débit,39.1,
01ED003,1961-09-30,discharge/débit,36.5,
01ED003,1961-10-01,discharge/débit,12.1,
01ED003,1961-10-02,discharge/débit,19.9,
01ED003,1961-10-03,discharge/débit,10.4,
01ED003,1961-10-04,discharge/débit,29.7,
01ED003,1961-10-05,discharge/débit,38.5,
01ED003,1961-10-06,discharge/débit,36.2,
01ED003,1961-10-07,discharge/débit,39.4,
01ED003,1961-10-08,discharge/débit,15.1,
01ED003,1961-10-09,discharge/débit,40.2,
01ED003,1961-10-10,discharge/débit,37.1,
01ED003,1961-10-11,discharge/débit,41.9,
01ED003,1961-10-12,discharge/débit,38.5,
01ED003,1961-10-13,discharge/débit,37.7,
01ED003,1961-10-14,discharge/débit,37.1,
01ED003,1961-10-15,discharge/débit,13.6,
01ED003,1961-10-16,discharge/débit,52.7,
01ED003,1961-10-17,discharge/débit,38.8,
01ED003,1961-10-18,discharge/débit,42.2,
01ED003,1961-10-19,discharge/débit,41.6,
01ED003,1961-10-20,discharge/débit,53.5,
01ED003,1961-10-21,discharge/débit,89.5,
01ED003,1961-10-22,discharge/débit,27.3,
01ED003,1961-10-23,discharge/débit,50.1,
01ED003,1961-10-24,discharge/débit,54.9,
01ED003,1961-10-25,discharge/débit,54.4,
01ED003,1961-10-26,discharge/débit,43.9,
01ED003,1961-10-27,discharge/débit,49.0,
01ED003,1961-10-28,discharge/débit,39.4,
01ED003,1961-10-29,discharge/débit,21.7,
01ED003,1961-10-30,discharge/débit,36.2,
01ED003,1961-10-31,discharge/débit,38.5,
01ED003,1961-11-01,discharge/débit,35.1,
01ED003,1961-11-02,discharge/débit,38.2,
01ED003,1961-11-03,discharge/débit,37.1,
01ED003,1961-11-04,discharge/débit,37.9,
01ED003,1961-11-05,discharge/débit,16.9,
01ED003,1961-11-06,discharge/débit,31.1,
01ED003,1961-11-07,discharge/débit,44.2,
01ED003,1961-11-08,discharge/débit,40.2,
01ED003,1961-11-09,discharge/débit,45.6,
01ED003,1961-11-10,discharge/débit,39.1,
01ED003,1961-11-11,discharge/débit,41.3,
01ED003,1961-11-12,discharge/débit,20.2,
01ED003,1961-11-13,discharge/débit,45.9,
01ED003,1961-11-14,discharge/débit,42.8,
01ED003,1961-11-15,discharge/débit,44.5,
01ED003,1961-11-16,discharge/débit,46.4,
01ED003,1961-11-17,discharge/débit,44.7,
01ED003,1961-11-18,discharge/débit,40.8,
01ED003,1961-11-19,discharge/débit,20.6,
01ED003,1961-11-20,discharge/débit,38.2,
01ED003,1961-11-21,discharge/débit,51.5,
01ED003,1961-11-22,discharge/débit,59.2,
01ED003,1961-11-23,discharge/débit,64.0,
01ED003,1961-11-24,discharge/débit,53.0,
01ED003,1961-11-25,discharge/débit,62.3,
01ED003,1961-11-26,discharge/débit,24.0,
01ED003,1961-11-27,discharge/débit,66.8,
01ED003,1961-11-28,discharge/débit,67.4,
01ED003,1961-11-29,discharge/débit,49.0,
01ED003,1961-11-30,discharge/débit,55.8,
01ED003,1961-12-01,discharge/débit,56.9,
01ED003,1961-12-02,discharge/débit,57.5,
01ED003,1961-12-03,discharge/débit,29.7,
01ED003,1961-12-04,discharge/débit,42.5,
01ED003,1961-12-05,discharge/débit,58.6,
01ED003,1961-12-06,discharge/débit,47.3,
01ED003,1961-12-07,discharge/débit,50.1,
01ED003,1961-12-08,discharge/débit,60.0,
01ED003,1961-12-09,discharge/débit,48.7,
01ED003,1961-12-10,discharge/débit,22.6,
01ED003,1961-12-11,discharge/débit,48.4,
01ED003,1961-12-12,discharge/débit,56.9,
01ED003,1961-12-13,discharge/débit,62.3,
01ED003,1961-12-14,discharge/débit,58.3,
01ED003,1961-12-15,discharge/débit,59.2,
01ED003,1961-12-16,discharge/débit,64.8,
01ED003,1961-12-17,discharge/débit,20.0,
01ED003,1961-12-18,discharge/débit,45.9,
01ED003,1961-12-19,discharge/débit,54.7,
01ED003,1961-12-20,discharge/débit,54.9,
01ED003,1961-12-21,discharge/débit,58.3,
01ED003,1961-12-22,discharge/débit,56.1,
01ED003,1961-12-23,discharge/débit,45.6,
01ED003,1961-12-24,discharge/débit,10.8,
01ED003,1961-12-25,discharge/débit,24.6,
01ED003,1961-12-26,discharge/débit,48.7,
01ED003,1961-12-27,discharge/débit,59.2,
01ED003,1961-12-28,discharge/débit,63.4,
01ED003,1961-12-29,discharge/débit,59.5,
01ED003,1961-12-30,discharge/débit,51.8,
01ED003,1961-12-31,discharge/débit,21.9,
01ED003,1962-01-01,discharge/débit,15.3,
01ED003,1962-01-02,discharge/débit,43.9,
01ED003,1962-01-03,discharge/débit,52.4,
01ED003,1962-01-04,discharge/débit,53.0,
01ED003,1962-01-05,discharge/débit,54.1,
01ED003,1962-01-06,discharge/débit,59.5,
01ED003,1962-01-07,discharge/débit,41.1,
01ED003,1962-01-08,discharge/débit,67.7,
01ED003,1962-01-09,discharge/débit,52.4,
01ED003,1962-01-10,discharge/débit,49.3,
01ED003,1962-01-11,discharge/débit,46.2,
01ED003,1962-01-12,discharge/débit,46.4,
01ED003,1962-01-13,discharge/débit,46.2,
01ED003,1962-01-14,discharge/débit,21.0,
01ED003,1962-01-15,discharge/débit,42.8,
01ED003,1962-01-16,discharge/débit,61.2,
01ED003,1962-01-17,discharge/débit,54.9,
01ED003,1962-01-18,discharge/débit,53.5,
01ED003,1962-01-19,discharge/débit,65.7,
01ED003,1962-01-20,discharge/débit,64.6,
01ED003,1962-01-21,discharge/débit,32.3,
01ED003,1962-01-22,discharge/débit,50.1,
01ED003,1962-01-23,discharge/débit,60.6,
01ED003,1962-01-24,discharge/débit,59.7,
01ED003,1962-01-25,discharge/débit,60.6,
01ED003,1962-01-26,discharge/débit,60.6,
01ED003,1962-01-27,discharge/débit,65.4,
01ED003,1962-01-28,discharge/débit,32.6,
01ED003,1962-01-29,discharge/débit,51.5,
01ED003,1962-01-30,discharge/débit,63.1,
01ED003,1962-01-31,discharge/débit,62.0,
01ED003,1962-02-01,discharge/débit,58.6,
01ED003,1962-02-02,discharge/débit,61.2,
01ED003,1962-02-03,discharge/débit,60.0,
01ED003,1962-02-04,discharge/débit,33.4,
01ED003,1962-02-05,discharge/débit,50.4,
01ED003,1962-02-06,discharge/débit,66.5,
01ED003,1962-02-07,discharge/débit,61.7,
01ED003,1962-02-08,discharge/débit,63.4,
01ED003,1962-02-09,discharge/débit,59.7,
01ED003,1962-02-10,discharge/débit,60.0,
01ED003,1962-02-11,discharge/débit,32.3,
01ED003,1962-02-12,discharge/débit,50.1,
01ED003,1962-02-13,discharge/débit,55.8,
01ED003,1962-02-14,discharge/débit,55.8,
01ED003,1962-02-15,discharge/débit,58.3,
01ED003,1962-02-16,discharge/débit,58.3,
01ED003,1962-02-17,discharge/débit,56.9,
01ED003,1962-02-18,discharge/débit,30.9,
01ED003,1962-02-19,discharge/débit,43.9,
01ED003,1962-02-20,discharge/débit,59.7,
01ED003,1962-02-21,discharge/débit,56.9,
01ED003,1962-02-22,discharge/débit,60.9,
01ED003,1962-02-23,discharge/débit,54.1,
01ED003,1962-02-24,discharge/débit,55.5,
01ED003,1962-02-25,discharge/débit,26.3,
01ED003,1962-02-26,discharge/débit,45.9,
01ED003,1962-02-27,discharge/débit,54.7,
01ED003,1962-02-28,discharge/débit,55.8,
01ED003,1962-03-01,discharge/débit,54.7,
01ED003,1962-03-02,discharge/débit,53.0,
01ED003,1962-03-03,discharge/débit,56.6,
01ED003,1962-03-04,discharge/débit,29.7,
01ED003,1962-03-05,discharge/débit,46.2,
01ED003,1962-03-06,discharge/débit,56.1,
01ED003,1962-03-07,discharge/débit,56.6,
01ED003,1962-03-08,discharge/débit,56.6,
01ED003,1962-03-09,discharge/débit,59.2,
01ED003,1962-03-10,discharge/débit,63.4,
01ED003,1962-03-11,discharge/débit,25.8,
01ED003,1962-03-12,discharge/débit,46.4,
01ED003,1962-03-13,discharge/débit,60.9,
01ED003,1962-03-14,discharge/débit,56.9,
01ED003,1962-03-15,discharge/débit,56.9,
01ED003,1962-03-16,discharge/débit,48.1,
01ED003,1962-03-17,discharge/débit,53.5,
01ED003,1962-03-18,discharge/débit,29.7,
01ED003,1962-03-19,discharge/débit,48.4,
01ED003,1962-03-20,discharge/débit,53.0,
01ED003,1962-03-21,discharge/débit,48.7,
01ED003,1962-03-22,discharge/débit,52.7,
01ED003,1962-03-23,discharge/débit,45.0,
01ED003,1962-03-24,discharge/débit,47.9,
01ED003,1962-03-25,discharge/débit,22.4,
01ED003,1962-03-26,discharge/débit,47.6,
01ED003,1962-03-27,discharge/débit,51.8,
01ED003,1962-03-28,discharge/débit,56.1,
01ED003,1962-03-29,discharge/débit,57.2,
01ED003,1962-03-30,discharge/débit,55.8,
01ED003,1962-03-31,discharge/débit,55.5,
01ED003,1962-04-01,discharge/débit,21.0,
01ED003,1962-04-02,discharge/débit,86.1,
01ED003,1962-04-03,discharge/débit,65.7,
01ED003,1962-04-04,discharge/débit,54.7,
01ED003,1962-04-05,discharge/débit,51.3,
01ED003,1962-04-06,discharge/débit,45.9,
01ED003,1962-04-07,discharge/débit,45.6,
01ED003,1962-04-08,discharge/débit,19.7,
01ED003,1962-04-09,discharge/débit,118.0,
01ED003,1962-04-10,discharge/débit,70.8,
01ED003,1962-04-11,discharge/débit,51.5,
01ED003,1962-04-12,discharge/débit,46.4,
01ED003,1962-04-13,discharge/débit,51.8,
01ED003,1962-04-14,discharge/débit,55.5,
01ED003,1962-04-15,discharge/débit,22.4,
01ED003,1962-04-16,discharge/débit,53.0,
01ED003,1962-04-17,discharge/débit,53.0,
01ED003,1962-04-18,discharge/débit,51.0,
01ED003,1962-04-19,discharge/débit,44.2,
01ED003,1962-04-20,discharge/débit,42.2,
01ED003,1962-04-21,discharge/débit,43.6,
01ED003,1962-04-22,discharge/débit,25.5,
01ED003,1962-04-23,discharge/débit,44.2,
01ED003,1962-04-24,discharge/débit,40.2,
01ED003,1962-04-25,discharge/débit,47.3,
01ED003,1962-04-26,discharge/débit,49.3,
01ED003,1962-04-27,discharge/débit,51.8,
01ED003,1962-04-28,discharge/débit,56.9,
01ED003,1962-04-29,discharge/débit,23.7,
01ED003,1962-04-30,discharge/débit,38.2,
01ED003,1962-05-01,discharge/débit,54.9,
01ED003,1962-05-02,discharge/débit,48.4,
01ED003,1962-05-03,discharge/débit,47.3,
01ED003,1962-05-04,discharge/débit,51.0,
01ED003,1962-05-05,discharge/débit,51.3,
01ED003,1962-05-06,discharge/débit,26.3,
01ED003,1962-05-07,discharge/débit,31.4,
01ED003,1962-05-08,discharge/débit,51.5,
01ED003,1962-05-09,discharge/débit,54.7,
01ED003,1962-05-10,discharge/débit,51.0,
01ED003,1962-05-11,discharge/débit,45.3,
01ED003,1962-05-12,discharge/débit,53.5,
01ED003,1962-05-13,discharge/débit,28.9,
01ED003,1962-05-14,discharge/débit,33.1,
01ED003,1962-05-15,discharge/débit,53.5,
01ED003,1962-05-16,discharge/débit,53.0,
01ED003,1962-05-17,discharge/débit,53.2,
01ED003,1962-05-18,discharge/débit,50.4,
01ED003,1962-05-19,discharge/débit,53.0,
01ED003,1962-05-20,discharge/débit,24.0,
01ED003,1962-05-21,discharge/débit,37.4,
01ED003,1962-05-22,discharge/débit,48.4,
01ED003,1962-05-23,discharge/débit,49.8,
01ED003,1962-05-24,discharge/débit,50.1,
01ED003,1962-05-25,discharge/débit,55.8,
01ED003,1962-05-26,discharge/débit,53.2,
01ED003,1962-05-27,discharge/débit,28.9,
01ED003,1962-05-28,discharge/débit,36.5,
01ED003,1962-05-29,discharge/débit,52.7,
01ED003,1962-05-30,discharge/débit,51.0,
01ED003,1962-05-31,discharge/débit,52.4,
01ED003,1962-06-01,discharge/débit,57.5,
01ED003,1962-06-02,discharge/débit,57.2,
01ED003,1962-06-03,discharge/débit,26.5,
01ED003,1962-06-04,discharge/débit,44.2,
01ED003,1962-06-05,discharge/débit,53.5,
01ED003,1962-06-06,discharge/débit,60.0,
01ED003,1962-06-07,discharge/débit,62.3,
01ED003,1962-06-08,discharge/débit,58.6,
01ED003,1962-06-09,discharge/débit,59.7,
01ED003,1962-06-10,discharge/débit,30.9,
01ED003,1962-06-11,discharge/débit,49.8,
01ED003,1962-06-12,discharge/débit,62.9,
01ED003,1962-06-13,discharge/débit,58.6,
01ED003,1962-06-14,discharge/débit,56.6,
01ED003,1962-06-15,discharge/débit,54.1,
01ED003,1962-06-16,discharge/débit,54.9,
01ED003,1962-06-17,discharge/débit,27.8,
01ED003,1962-06-18,discharge/débit,42.2,
01ED003,1962-06-19,discharge/débit,56.1,
01ED003,1962-06-20,discharge/débit,54.7,
01ED003,1962-06-21,discharge/débit,56.6,
01ED003,1962-06-22,discharge/débit,54.1,
01ED003,1962-06-23,discharge/débit,53.2,
01ED003,1962-06-24,discharge/débit,32.3,
01ED003,1962-06-25,discharge/débit,35.1,
01ED003,1962-06-26,discharge/débit,52.4,
01ED003,1962-06-27,discharge/débit,64.8,
01ED003,1962-06-28,discharge/débit,53.5,
01ED003,1962-06-29,discharge/débit,53.2,
01ED003,1962-06-30,discharge/débit,62.0,
01ED003,1962-07-01,discharge/débit,15.3,
01ED003,1962-07-02,discharge/débit,9.09,
01ED003,1962-07-03,discharge/débit,9.66,
01ED003,1962-07-04,discharge/débit,13.8,
01ED003,1962-07-05,discharge/débit,17.3,
01ED003,1962-07-06,discharge/débit,19.1,
01ED003,1962-07-07,discharge/débit,12.1,
01ED003,1962-07-08,discharge/débit,14.9,
01ED003,1962-07-09,discharge/débit,17.1,
01ED003,1962-07-10,discharge/débit,11.2,
01ED003,1962-07-11,discharge/débit,17.5,
01ED003,1962-07-12,discharge/débit,19.3,
01ED003,1962-07-13,discharge/débit,21.5,
01ED003,1962-07-14,discharge/débit,19.7,
01ED003,1962-07-15,discharge/débit,15.4,
01ED003,1962-07-16,discharge/débit,61.2,
01ED003,1962-07-17,discharge/débit,58.0,
01ED003,1962-07-18,discharge/débit,64.0,
01ED003,1962-07-19,discharge/débit,61.7,
01ED003,1962-07-20,discharge/débit,66.0,
01ED003,1962-07-21,discharge/débit,62.9,
01ED003,1962-07-22,discharge/débit,34.0,
01ED003,1962-07-23,discharge/débit,49.3,
01ED003,1962-07-24,discharge/débit,64.6,
01ED003,1962-07-25,discharge/débit,59.5,
01ED003,1962-07-26,discharge/débit,68.0,
01ED003,1962-07-27,discharge/débit,66.8,
01ED003,1962-07-28,discharge/débit,62.9,
01ED003,1962-07-29,discharge/débit,32.0,
01ED003,1962-07-30,discharge/débit,50.7,
01ED003,1962-07-31,discharge/débit,56.9,
01ED003,1962-08-01,discharge/débit,58.6,
01ED003,1962-08-02,discharge/débit,55.5,
01ED003,1962-08-03,discharge/débit,62.9,
01ED003,1962-08-04,discharge/débit,56.9,
01ED003,1962-08-05,discharge/débit,33.4,
01ED003,1962-08-06,discharge/débit,48.4,
01ED003,1962-08-07,discharge/débit,58.6,
01ED003,1962-08-08,discharge/débit,62.0,
01ED003,1962-08-09,discharge/débit,56.6,
01ED003,1962-08-10,discharge/débit,53.5,
01ED003,1962-08-11,discharge/débit,55.5,
01ED003,1962-08-12,discharge/débit,26.0,
01ED003,1962-08-13,discharge/débit,46.4,
01ED003,1962-08-14,discharge/débit,62.3,
01ED003,1962-08-15,discharge/débit,60.9,
01ED003,1962-08-16,discharge/débit,62.0,
01ED003,1962-08-17,discharge/débit,62.0,
01ED003,1962-08-18,discharge/débit,62.3,
01ED003,1962-08-19,discharge/débit,44.5,
01ED003,1962-08-20,discharge/débit,48.7,
01ED003,1962-08-21,discharge/débit,62.9,
01ED003,1962-08-22,discharge/débit,62.9,
01ED003,1962-08-23,discharge/débit,66.5,
01ED003,1962-08-24,discharge/débit,64.3,
01ED003,1962-08-25,discharge/débit,62.9,
01ED003,1962-08-26,discharge/débit,41.3,
01ED003,1962-08-27,discharge/débit,56.6,
01ED003,1962-08-28,discharge/débit,64.8,
01ED003,1962-08-29,discharge/débit,62.9,
01ED003,1962-08-30,discharge/débit,58.6,
01ED003,1962-08-31,discharge/débit,56.9,
01ED003,1962-09-01,discharge/débit,66.8,
01ED003,1962-09-02,discharge/débit,36.0,
01ED003,1962-09-03,discharge/débit,19.5,
01ED003,1962-09-04,discharge/débit,46.2,
01ED003,1962-09-05,discharge/débit,53.2,
01ED003,1962-09-06,discharge/débit,56.1,
01ED003,1962-09-07,discharge/débit,66.0,
01ED003,1962-09-08,discharge/débit,61.7,
01ED003,1962-09-09,discharge/débit,41.1,
01ED003,1962-09-10,discharge/débit,52.7,
01ED003,1962-09-11,discharge/débit,57.2,
01ED003,1962-09-12,discharge/débit,59.2,
01ED003,1962-09-13,discharge/débit,63.1,
01ED003,1962-09-14,discharge/débit,56.6,
01ED003,1962-09-15,discharge/débit,63.1,
01ED003,1962-09-16,discharge/débit,33.7,
01ED003,1962-09-17,discharge/débit,43.9,
01ED003,1962-09-18,discharge/débit,65.4,
01ED003,1962-09-19,discharge/débit,64.8,
01ED003,1962-09-20,discharge/débit,58.3,
01ED003,1962-09-21,discharge/débit,57.5,
01ED003,1962-09-22,discharge/débit,57.5,
01ED003,1962-09-23,discharge/débit,29.4,
01ED003,1962-09-24,discharge/débit,50.1,
01ED003,1962-09-25,discharge/débit,64.0,
01ED003,1962-09-26,discharge/débit,59.5,
01ED003,1962-09-27,discharge/débit,62.9,
01ED003,1962-09-28,discharge/débit,68.8,
01ED003,1962-09-29,discharge/débit,87.8,
01ED003,1962-09-30,discharge/débit,67.7,
01ED003,1962-10-01,discharge/débit,77.0,
01ED003,1962-10-02,discharge/débit,64.8,
01ED003,1962-10-03,discharge/débit,64.8,
01ED003,1962-10-04,discharge/débit,59.7,
01ED003,1962-10-05,discharge/débit,61.2,
